timestamp,date,time,temp,device_code,serial_number,mode_code
1739304939,2025-02-11,20:15:39,31.3,RC-5+,EFI241107334,TLC30A08B
1739304949,2025-02-11,20:15:49,31.3,RC-5+,EFI241107334,TLC30A08B
1739304959,2025-02-11,20:15:59,31.3,RC-5+,EFI241107334,TLC30A08B
1739304969,2025-02-11,20:16:09,31.3,RC-5+,EFI241107334,TLC30A08B
1739304979,2025-02-11,20:16:19,31.3,RC-5+,EFI241107334,TLC30A08B
1739304989,2025-02-11,20:16:29,31.3,RC-5+,EFI241107334,TLC30A08B
1739304999,2025-02-11,20:16:39,31.3,RC-5+,EFI241107334,TLC30A08B
1739305009,2025-02-11,20:16:49,31.3,RC-5+,EFI241107334,TLC30A08B
1739305019,2025-02-11,20:16:59,31.3,RC-5+,EFI241107334,TLC30A08B
1739305029,2025-02-11,20:17:09,31.3,RC-5+,EFI241107334,TLC30A08B
1739305039,2025-02-11,20:17:19,31.3,RC-5+,EFI241107334,TLC30A08B
1739305049,2025-02-11,20:17:29,31.3,RC-5+,EFI241107334,TLC30A08B
1739305059,2025-02-11,20:17:39,31.3,RC-5+,EFI241107334,TLC30A08B
1739305069,2025-02-11,20:17:49,31.3,RC-5+,EFI241107334,TLC30A08B
1739305079,2025-02-11,20:17:59,31.2,RC-5+,EFI241107334,TLC30A08B
1739305089,2025-02-11,20:18:09,31.2,RC-5+,EFI241107334,TLC30A08B
1739305099,2025-02-11,20:18:19,31.2,RC-5+,EFI241107334,TLC30A08B
1739305109,2025-02-11,20:18:29,31.2,RC-5+,EFI241107334,TLC30A08B
1739305119,2025-02-11,20:18:39,31.2,RC-5+,EFI241107334,TLC30A08B
1739305129,2025-02-11,20:18:49,31.2,RC-5+,EFI241107334,TLC30A08B
1739305139,2025-02-11,20:18:59,31.2,RC-5+,EFI241107334,TLC30A08B
1739305149,2025-02-11,20:19:09,31.2,RC-5+,EFI241107334,TLC30A08B
1739305159,2025-02-11,20:19:19,31.2,RC-5+,EFI241107334,TLC30A08B
1739305169,2025-02-11,20:19:29,31.2,RC-5+,EFI241107334,TLC30A08B
